country,year,brutto_lop
rus,2003,1437840.9216
rus,2004,1582506.9883
rus,2005,1822444.7943
rus,2006,2291243.8553
rus,2007,2553606.502
rus,2008,3091455.5911
rus,2009,2973733.0802
rus,2010,3143873.8871
rus,2011,3259319.17
rus,2012,3480301.7202
rus,2013,3741783.3712
rus,2014,3763536.9218
rus,2015,3526234.3135
rus,2016,3538975.3
rus,2017,3807099.4106
rus,2018,4231840.3873
rus,2019,4398115.281
rus,2020,4367291.7149
rus,2021,4762303.5056
rus,2022,
rus,2023,
rus,2024,
sgp,2000,176346.00491
sgp,2001,178385.82489
sgp,2002,188265.41035
sgp,2003,200714.2102
sgp,2004,226599.0475
sgp,2005,250919.3448
sgp,2006,281953.94465
sgp,2007,315718.47726
sgp,2008,327798.17271
sgp,2009,330241.9844
sgp,2010,382788.4146
sgp,2011,414966.62139
sgp,2012,436192.1274
sgp,2013,448607.29225
sgp,2014,462493.85071
sgp,2015,482409.6714
sgp,2016,503132.80074
sgp,2017,536714.45183
sgp,2018,585820.55501
sgp,2019,601866.11089
sgp,2020,575934.43052
sgp,2021,702043.06551
sgp,2022,748498.81944
sgp,2023,
sgp,2024,
zaf,2000,381771.93198
zaf,2001,400908.09219
zaf,2002,422203.70474
zaf,2003,443236.20636
zaf,2004,475885.93273
zaf,2005,516707.00019
zaf,2006,562489.59372
zaf,2007,608697.89802
zaf,2008,640223.79717
zaf,2009,634264.62567
zaf,2010,661487.02238
zaf,2011,696526.06246
zaf,2012,698463.3216
zaf,2013,731024.58155
zaf,2014,742688.2519
zaf,2015,759954.87556
zaf,2016,774110.27567
zaf,2017,791817.18788
zaf,2018,782329.02918
zaf,2019,796182.63925
zaf,2020,768110.33085
zaf,2021,841739.36221
zaf,2022,918219.33188
zaf,2023,957414.33306
zaf,2024,
twn,2000,478129.29358
twn,2001,482061.2138
twn,2002,516364.43559
twn,2003,548808.28937
twn,2004,602746.55647
twn,2005,655128.44936
twn,2006,714270.367
twn,2007,783899.40169
twn,2008,805397.69099
twn,2009,797299.7408
twn,2010,889670.02025
twn,2011,941337.27147
twn,2012,973262.05159
twn,2013,1015205.9567
twn,2014,1066101.4426
twn,2015,1102034.1173
twn,2016,1112783.215
twn,2017,1143251.5575
twn,2018,1202003.1399
twn,2019,1259651.7221
twn,2020,1319473.0007
twn,2021,1471387.0135
twn,2022,1615718.6721
twn,2023,1697994.3096
twn,2024,
